연도,시도,시군구,자가비율
2017,부산광역시,연제구,0.6225353884869456
2017,부산광역시,수영구,0.5714265924140415
2017,부산광역시,사상구,0.5829969755292824
2017,부산광역시,기장군,0.4735660338844662
2017,대구광역시,중구,0.5107073525843242
2017,대구광역시,동구,0.5767573212525924
2017,대구광역시,서구,0.5339388512216963
2017,대구광역시,남구,0.45876265994401044
2017,대구광역시,북구,0.5806039605716752
2017,대구광역시,수성구,0.637892255248654
2017,대구광역시,달서구,0.5976131368574487
2017,대구광역시,달성군,0.6036466346705858
2017,인천광역시,중구,0.5035841122513454
2017,인천광역시,동구,0.6588906953003895
2017,인천광역시,남구,0.5206434380577082
2017,인천광역시,연수구,0.6124716416365471
2017,인천광역시,남동구,0.5709292992918754
2017,인천광역시,부평구,0.5867427926407079
2017,인천광역시,계양구,0.640434227771263
2017,인천광역시,서구,0.5916425042202493
2017,인천광역시,강화군,0.6967781481055817
2017,인천광역시,옹진군,0.5312934631432545
2017,광주광역시,동구,0.5153549983957464
2017,광주광역시,서구,0.5727459603777139
2017,광주광역시,남구,0.6028507446770697
2017,광주광역시,북구,0.5650930634749405
2017,광주광역시,광산구,0.5715425584967385
2017,대전광역시,동구,0.5006042174377152
2017,대전광역시,중구,0.5929636142863124
2017,대전광역시,서구,0.5360768861925908
2017,대전광역시,유성구,0.5077645045005839
2017,대전광역시,대덕구,0.5629484848899033
2017,울산광역시,중구,0.6134485769945588
2017,울산광역시,남구,0.6144899934434419
2017,울산광역시,동구,0.6415856704261649
2017,울산광역시,북구,0.6768655622342765
2017,울산광역시,울주군,0.6368045079974568
2017,세종특별자치시,세종시,0.536065180924994
2017,경기도,수원시,0.5333442620742002
2017,경기도,장안구,0.589957722714088
2017,경기도,권선구,0.5282045932130136
2017,경기도,팔달구,0.4651874328339339
2017,경기도,영통구,0.5341995858427784
2017,경기도,성남시,0.48731763625996133
2017,경기도,수정구,0.3715973768869092
2017,경기도,중원구,0.4654474979999775
2017,경기도,분당구,0.5630675213773578
2017,경기도,의정부시,0.5560429946256717
2017,경기도,안양시,0.6110407108003787
2017,경기도,만안구,0.5775914108313212
2017,경기도,동안구,0.6384533159005981
2017,경기도,부천시,0.5811011034428978
2017,경기도,광명시,0.5836392014270033
2017,경기도,평택시,0.5332235404833126
2017,경기도,동두천시,0.55566377187998806
2017,경기도,안산시,0.500940118937803
2017,경기도,상록구,0.4877214729957896
2017,경기도,단원구,0.5171608910025527
2017,경기도,고양시,0.5605506702236275
2017,경기도,덕양구,0.540861157199406
2017,경기도,일산동구,0.49647479143307804
2017,경기도,일산서구,0.6614964711633449
2017,경기도,과천시,0.527013141528311
2017,경기도,구리시,0.5601642293407614
2017,경기도,남양주시,0.5584201840657264
2017,경기도,오산시,0.4792955315637637
2017,경기도,시흥시,0.5591445697981834
2017,경기도,군포시,0.5991457153872689
2017,경기도,의왕시,0.6001596021082325
2017,경기도,하남시,0.5152306028857985
2017,경기도,용인시,0.6000253165302224
2017,경기도,처인구,0.5437591389601362
2017,경기도,기흥구,0.5935157142147858
2017,경기도,수지구,0.6487100747757595
2017,경기도,파주시,0.5097488400577808
2017,경기도,이천시,0.5921770967699905
2017,경기도,안성시,0.5571896113381933
2017,경기도,김포시,0.566432264120022
2017,경기도,화성시,0.5269164938612949
2017,경기도,광주시,0.6175167030495469
2017,경기도,양주시,0.541276072964239
2017,경기도,포천시,0.5286565396139642
2017,경기도,여주시,0.6008775084514134
2017,경기도,연천군,0.5224485265553027
2017,경기도,가평군,0.576711706127846
2017,경기도,양평군,0.6150489227801001
2017,강원도,춘천시,0.553674548932616
2017,강원도,원주시,0.5279653023787774
2017,강원도,강릉시,0.539032423170216
2017,강원도,동해시,0.5703359661808878
2017,강원도,태백시,0.5943026580535846
2017,강원도,속초시,0.563679743891758
2017,강원도,삼척시,0.5454766199528236
2017,강원도,홍천군,0.6332879363486489
2017,강원도,횡성군,0.6204762170300563
2017,강원도,영월군,0.624832378398147
2017,강원도,평창군,0.6075593084036992
2017,강원도,정선군,0.58828125
2017,강원도,철원군,0.548334274421231
2017,강원도,화천군,0.4870547011874635
2017,강원도,양구군,0.5204645394069229
2017,강원도,인제군,0.550051193195243
2017,강원도,고성군,0.5587171052631579
2017,강원도,양양군,0.6057404472618418
2017,충청북도,충주시,0.5866360994361273
2017,충청북도,제천시,0.5815413145037623
2017,충청북도,청주시,0.5710928246173849
2017,충청북도,상당구,0.6518994458276444
2017,충청북도,서원구,0.561450308627207
2017,충청북도,흥덕구,0.5441014000763312
2017,충청북도,청원구,0.5504748363558322
2017,충청북도,보은군,0.637647902474005
2017,충청북도,옥천군,0.6676501475221284
2017,충청북도,영동군,0.6241870696250956
2017,충청북도,진천군,0.5309940718911695
2017,충청북도,괴산군,0.6067510548523207
2017,충청북도,음성군,0.5271586124958029
2017,충청북도,단양군,0.6473769168684423
2017,충청북도,증평군,0.4976208028952483
2017,충청남도,천안시,0.5401077485544944
2017,충청남도,동남구,0.5401162734080573
2017,충청남도,서북구,0.5401017388976227
2017,충청남도,공주시,0.5749018014357308
2017,충청남도,보령시,0.5824308937180512
2017,충청남도,아산시,0.5518119374703931
2017,충청남도,서산시,0.6020255911742098
2017,충청남도,논산시,0.5508967324543445
2017,충청남도,계룡시,0.589523169912693
2017,충청남도,당진시,0.5700425144245369
2017,충청남도,금산군,0.6144332581149106
2017,충청남도,부여군,0.641857301399778
2017,충청남도,서천군,0.6301812622843416
2017,충청남도,청양군,0.6535604412095746
2017,충청남도,홍성군,0.5615705650964213
2017,충청남도,예산군,0.6566814518648092
2017,충청남도,태안군,0.6085651621840009
2017,전라북도,전주시,0.5861651064100323
2017,전라북도,완산구,0.5755123053382717
2017,전라북도,덕진구,0.5994902066004829
2017,전라북도,군산시,0.5795621517220985
2017,전라북도,익산시,0.5723055129264549
2017,전라북도,정읍시,0.5594394825993224
2017,전라북도,남원시,0.6257241482815549
2017,전라북도,김제시,0.5978805505960951
2017,전라북도,완주군,0.5593019894352317
2017,전라북도,진안군,0.6729017725981784
2017,전라북도,무주군,0.6572978303747534
2017,전라북도,장수군,0.6705520123158126
2017,전라북도,임실군,0.5640398245021937
2017,전라북도,순창군,0.664264629275916
2017,전라북도,고창군,0.5439569746760397
2017,전라북도,부안군,0.6369597216646594
2017,전라남도,목포시,0.5568934376881397
2017,전라남도,여수시,0.5715249475542248
2017,전라남도,순천시,0.6005097226680675
2017,전라남도,나주시,0.5676692581427503
2017,전라남도,광양시,0.5758460589792883
2017,전라남도,담양군,0.6686235394699345
2017,전라남도,곡성군,0.6559718969555035
2017,전라남도,구례군,0.6890328551596483
2017,전라남도,고흥군,0.5818225767464346
2017,전라남도,보성군,0.6425680545545268
2017,전라남도,화순군,0.5867712376455524
2017,전라남도,장흥군,0.6324624587962397
2017,전라남도,강진군,0.7060497749536669
2017,전라남도,해남군,0.6228401260431455
2017,전라남도,영암군,0.5856869731467802
2017,전라남도,무안군,0.5749247107307022
2017,전라남도,함평군,0.5867090479006505
2017,전라남도,영광군,0.566059866754246
2017,전라남도,장성군,0.6298388535410596
2017,전라남도,완도군,0.5847704581283142
2017,전라남도,진도군,0.6289994730106151
2017,전라남도,신안군,0.6449231513977974
2017,경상북도,포항시,0.5952364294209953
2017,경상북도,남구,0.6117729796680977
2017,경상북도,북구,0.5802085221256665
2017,경상북도,경주시,0.5956088723681864
2017,경상북도,김천시,0.6040592100614711
2017,경상북도,안동시,0.6027487582235637
2017,경상북도,구미시,0.575826976709824
2017,경상북도,영주시,0.6230933904201231
2017,경상북도,영천시,0.6175955471317867
2017,경상북도,상주시,0.6539480531768936
2017,경상북도,문경시,0.6418015482054891
2017,경상북도,경산시,0.5433325353124252
2017,경상북도,군위군,0.6627281460134486
2017,경상북도,의성군,0.6787402904424181
2017,경상북도,청송군,0.6257202723939235
2017,경상북도,영양군,0.6572372769332452
2017,경상북도,영덕군,0.6231560387893036
2017,경상북도,청도군,0.6978922716627635
2017,경상북도,고령군,0.6063318292773134
2017,경상북도,성주군,0.6417415183935008
2017,경상북도,칠곡군,0.564296938038816
2017,경상북도,예천군,0.6545338754715132
2017,경상북도,봉화군,0.6410475377170509
2017,경상북도,울진군,0.5816525699414443
2017,경상북도,울릉군,0.5147347740667977
2017,경상남도,진주시,0.593298478050625
2017,경상남도,통영시,0.6221813679510749
2017,경상남도,사천시,0.625651534726244
2017,경상남도,김해시,0.6198002894657378
2017,경상남도,밀양시,0.6276172270324974
2017,경상남도,거제시,0.639177425459439
2017,경상남도,양산시,0.6097134731942139
2017,경상남도,창원시,0.6064831893916041
2017,경상남도,의창구,0.546336013827556
2017,경상남도,성산구,0.6611272213547476
2017,경상남도,마산합포구,0.6086696354021709
2017,경상남도,마산회원구,0.6368830899597041
2017,경상남도,진해구,0.5895341972844573
2017,경상남도,의령군,0.6354814630505101
2017,경상남도,함안군,0.6370910714950314
2017,경상남도,창녕군,0.6260318174996248
2017,경상남도,고성군,0.6647276334776335
2017,경상남도,남해군,0.6579692244351809
2017,경상남도,하동군,0.6585644541393996
2017,경상남도,산청군,0.6593126022913257
2017,경상남도,함양군,0.6722629463230078
2017,경상남도,거창군,0.6666799442342163
2017,경상남도,합천군,0.6636354650588119
2017,제주특별자치도,제주시,0.546062343613741
2017,제주특별자치도,서귀포시,0.5626389575098815
2018,서울특별시,종로구,0.47041851567277687
2018,서울특별시,중구,0.4161048548077285
2018,서울특별시,용산구,0.4492108108108108
2018,서울특별시,성동구,0.46789767914619684
2018,서울특별시,광진구,0.42216694120415504
2018,서울특별시,동대문구,0.45969355124035544
2018,서울특별시,중랑구,0.47585986302400846
2018,서울특별시,성북구,0.5170841499799352
2018,서울특별시,강북구,0.49955703992912637
2018,서울특별시,도봉구,0.6157927244508496
2018,서울특별시,노원구,0.5599428644860275
2018,서울특별시,은평구,0.5421864143202197
2018,서울특별시,서대문구,0.4913559282058539
2018,서울특별시,마포구,0.45078094746353425
2018,서울특별시,양천구,0.5789717290281969
2018,서울특별시,강서구,0.4782824469574217
2018,서울특별시,구로구,0.5471629276410536
2018,서울특별시,금천구,0.47226318303599246
2018,서울특별시,영등포구,0.4661184935026797
2018,서울특별시,동작구,0.48068361249574293
2018,서울특별시,관악구,0.37055511676331826
2018,서울특별시,서초구,0.5351632372054717
2018,서울특별시,강남구,0.49048911036374293
2018,서울특별시,송파구,0.4990617827359811
2018,서울특별시,강동구,0.471843148091162
2018,부산광역시,중구,0.4886855073921352
2018,부산광역시,서구,0.5335778781038375
2018,부산광역시,동구,0.4994353928052912
2018,부산광역시,영도구,0.5704384780363809
2018,부산광역시,부산진구,0.5576153096436004
2018,부산광역시,동래구,0.6270263286056473
2018,부산광역시,남구,0.6190489030298127
2018,부산광역시,북구,0.6414930555555556
2018,부산광역시,해운대구,0.6141823743119503
2018,부산광역시,사하구,0.5906052212129184
2018,부산광역시,금정구,0.5779089776300955
2018,부산광역시,강서구,0.5439493049877351
2018,부산광역시,연제구,0.6228028562868271
2018,부산광역시,수영구,0.5703043166657479
2018,부산광역시,사상구,0.5795362735875159
2018,부산광역시,기장군,0.45954703148523923
2018,대구광역시,중구,0.5081063648890323
2018,대구광역시,동구,0.5802794773672338
2018,대구광역시,서구,0.5420241489403634
2018,대구광역시,남구,0.45980985306828004
2018,대구광역시,북구,0.581211522383522
2018,대구광역시,수성구,0.6364466525326318
2018,대구광역시,달서구,0.5981063886709805
2018,대구광역시,달성군,0.6134019499272577
2018,인천광역시,중구,0.4817932333906775
2018,인천광역시,동구,0.6632863193068346
2018,인천광역시,연수구,0.6237041351193943
2018,인천광역시,남동구,0.5672765507903365
2018,인천광역시,부평구,0.5877295100381921
2018,인천광역시,계양구,0.6424813678211311
2018,인천광역시,서구,0.6147360877652427
2018,인천광역시,미추홀구,0.5154379564285407
2018,인천광역시,강화군,0.7005013469021251
2018,인천광역시,옹진군,0.5596240026232375
2018,광주광역시,동구,0.5237863515235778
2018,광주광역시,서구,0.5855081262460107
2018,광주광역시,남구,0.6003570668495354
2018,광주광역시,북구,0.5743037981817875
2018,광주광역시,광산구,0.5755923701405847
2018,대전광역시,동구,0.5043617697187289
2018,대전광역시,중구,0.5897377018380703
2018,대전광역시,서구,0.5390550953970412
2018,대전광역시,유성구,0.5179855087982297
2018,대전광역시,대덕구,0.5686258391560488
2018,울산광역시,중구,0.61434093059847
2018,울산광역시,남구,0.6191554309893902
2018,울산광역시,동구,0.6496905078264251
2018,울산광역시,북구,0.6875130930268285
2018,울산광역시,울주군,0.635370329857313
2018,세종특별자치시,세종시,0.5422544085895034
2018,경기도,수원시,0.5411173885750157
2018,경기도,장안구,0.5998166111674147
2018,경기도,권선구,0.5326261674963355
2018,경기도,팔달구,0.47083300098375475
2018,경기도,영통구,0.5442108724411375
2018,경기도,성남시,0.4906212255303043
2018,경기도,수정구,0.3837594233089608
2018,경기도,중원구,0.46418606752742103
2018,경기도,분당구,0.5636951469268472
2018,경기도,의정부시,0.5589489111463826
2018,경기도,안양시,0.6131063887913203
2018,경기도,만안구,0.5829913850516683
2018,경기도,동안구,0.638162481008133
2018,경기도,부천시,0.5913335128964818
2018,경기도,광명시,0.5893787472456143
2018,경기도,평택시,0.5460005430933961
2018,경기도,동두천시,0.5604147638747112
2018,경기도,안산시,0.5077878274427448
2018,경기도,상록구,0.49414289155043684
2018,경기도,단원구,0.5241291901577728
2018,경기도,고양시,0.5631653463313411
2018,경기도,덕양구,0.5428022542540839
2018,경기도,일산동구,0.504436230926069
2018,경기도,일산서구,0.6615041544477028
2018,경기도,과천시,0.5256986829424992
2018,경기도,구리시,0.5761054066839191
2018,경기도,남양주시,0.5499321410778402
2018,경기도,오산시,0.504690364087266
2018,경기도,시흥시,0.5639904970892802
2018,경기도,군포시,0.6033445425816384
2018,경기도,의왕시,0.6004619798070117
2018,경기도,하남시,0.5014472669564926
2018,경기도,용인시,0.5981172412049431
2018,경기도,처인구,0.537305345744969
2018,경기도,기흥구,0.6011877286412082
2018,경기도,수지구,0.6416983726600133
2018,경기도,파주시,0.5092652520060574
2018,경기도,이천시,0.6009167886929394
2018,경기도,안성시,0.568132232317932
2018,경기도,김포시,0.5692783967086906
2018,경기도,화성시,0.5135444880511488
2018,경기도,광주시,0.6300743500099235
2018,경기도,양주시,0.54792885740683706
2018,경기도,포천시,0.5383248774321393
2018,경기도,여주시,0.6061923895060269
2018,경기도,연천군,0.5255680247664326
2018,경기도,가평군,0.5842501213395891
2018,경기도,양평군,0.6255564458689459
2018,강원도,춘천시,0.550519408060788
2018,강원도,원주시,0.535614520072847
2018,강원도,강릉시,0.5384386305479573
2018,강원도,동해시,0.5752834593152513
2018,강원도,태백시,0.6011359374162782
2018,강원도,속초시,0.5663682598221456
2018,강원도,삼척시,0.5590091618595181
2018,강원도,홍천군,0.6379176379176379
2018,강원도,횡성군,0.6272297442510208
2018,강원도,영월군,0.6309938709289749
2018,강원도,평창군,0.6166250283897343
2018,강원도,정선군,0.5896775854302079
2018,강원도,철원군,0.5726090014064698
2018,강원도,화천군,0.4955256170714918
2018,강원도,양구군,0.511679153812252
2018,강원도,인제군,0.5499686716791979
2018,강원도,고성군,0.574515834095254
