,,,,,,,,,,,"단위 : 개, 명, 억원"
지역,대분류,중분류,기업수,,,종사자수,,,매출액,,
,,,2019년,2020년,2021년,2019년,2020년,2021년,2019년,2020년,2021년
1. 서울,C.제조업(10~34),33.기타 제품 제조업,"7,423 ","7,483 ","7,895 ","15,077 ","14,213 ","14,121 ","17,275 ","13,204 ","14,062 "
1. 서울,C.제조업(10~34),34.산업용 기계 및 장비 수리업,"1,489 ","1,322 ","1,347 ","2,130 ","1,966 ","1,924 ","1,616 ","1,451 ","1,513 "
1. 서울,"D.전기, 가스, 증기 및 공기 조절 공급업(35)",소계,"1,130 ","1,124 ","1,065 ","1,272 ","1,309 ","1,221 ","1,032 ","1,195 ","1,112 "
1. 서울,"D.전기, 가스, 증기 및 공기 조절 공급업(35)","35.전기, 가스, 증기 및 공기 조절 공급업","1,130 ","1,124 ","1,065 ","1,272 ","1,309 ","1,221 ","1,032 ","1,195 ","1,112 "
1. 서울,"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",소계,339 ,389 ,421 ,551 ,638 ,688 ,940 ,921 ,"1,145 "
1. 서울,"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",36.수도업,0 ,*,3 ,0 ,*,4 ,0 ,*,3 
1. 서울,"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","37.하수, 폐수 및 분뇨 처리업",75 ,79 ,78 ,123 ,129 ,122 ,219 ,143 ,181 
1. 서울,"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","38.폐기물 수집, 운반, 처리 및 원료 재생업",253 ,296 ,328 ,406 ,481 ,537 ,708 ,761 ,937 
1. 서울,"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",39.환경 정화 및 복원업,11 ,*,12 ,22 ,*,25 ,14 ,*,24 
1. 서울,F.건설업(41~42),소계,"65,224 ","67,954 ","71,620 ","118,337 ","120,318 ","125,568 ","198,411 ","196,765 ","221,559 "
1. 서울,F.건설업(41~42),41.종합 건설업,"5,553 ","5,790 ","5,951 ","12,407 ","13,716 ","14,073 ","37,167 ","36,736 ","42,001 "
1. 서울,F.건설업(41~42),42.전문직별 공사업,"59,671 ","62,164 ","65,669 ","105,930 ","106,602 ","111,495 ","161,244 ","160,029 ","179,559 "
1. 서울,G.도매 및 소매업(45~47),소계,"349,953 ","380,428 ","409,815 ","522,619 ","541,265 ","569,581 ","926,650 ","929,237 ","989,913 "
1. 서울,G.도매 및 소매업(45~47),45.자동차 및 부품 판매업,"5,134 ","5,096 ","5,155 ","8,991 ","8,752 ","8,709 ","25,237 ","23,226 ","24,870 "
1. 서울,G.도매 및 소매업(45~47),46.도매 및 상품 중개업,"143,409 ","143,480 ","146,532 ","236,423 ","229,290 ","231,241 ","613,256 ","592,434 ","634,511 "
1. 서울,G.도매 및 소매업(45~47),47.소매업; 자동차 제외,"201,410 ","231,852 ","258,128 ","277,205 ","303,223 ","329,631 ","288,158 ","313,577 ","330,533 "
1. 서울,H.운수 및 창고업(49~52),소계,"109,413 ","110,649 ","112,477 ","123,284 ","125,607 ","126,926 ","104,081 ","103,575 ","118,456 "
1. 서울,H.운수 및 창고업(49~52),49.육상 운송 및 파이프라인 운송업,"103,209 ","104,381 ","106,238 ","108,444 ","110,371 ","112,129 ","60,914 ","58,615 ","62,835 "
1. 서울,H.운수 및 창고업(49~52),50.수상 운송업,153 ,102 ,82 ,401 ,242 ,182 ,"1,789 ",999 ,"1,000 "
1. 서울,H.운수 및 창고업(49~52),51.항공 운송업,32 ,23 ,21 ,68 ,45 ,44 ,229 ,180 ,228 
1. 서울,H.운수 및 창고업(49~52),52.창고 및 운송관련 서비스업,"6,019 ","6,143 ","6,136 ","14,371 ","14,949 ","14,571 ","41,149 ","43,782 ","54,394 "
1. 서울,I.숙박 및 음식점업(55~56),소계,"121,074 ","124,574 ","126,562 ","228,445 ","220,052 ","218,108 ","185,254 ","177,083 ","185,229 "
1. 서울,I.숙박 및 음식점업(55~56),55.숙박업,"6,765 ","6,580 ","6,257 ","10,503 ","9,831 ","8,861 ","5,456 ","4,277 ","4,235 "
1. 서울,I.숙박 및 음식점업(55~56),56.음식점 및 주점업,"114,309 ","117,994 ","120,305 ","217,942 ","210,221 ","209,247 ","179,798 ","172,806 ","180,995 "
1. 서울,J.정보통신업(58~63),소계,"52,384 ","58,376 ","65,754 ","76,879 ","84,431 ","93,139 ","76,612 ","81,308 ","94,853 "
1. 서울,J.정보통신업(58~63),58.출판업,"27,954 ","30,781 ","33,153 ","41,178 ","44,501 ","47,402 ","37,361 ","39,878 ","44,102 "
1. 서울,J.정보통신업(58~63),59.영상ㆍ오디오 기록물 제작 및 배급업,"10,506 ","12,164 ","15,421 ","14,994 ","17,238 ","21,279 ","18,859 ","19,532 ","25,500 "
1. 서울,J.정보통신업(58~63),60.방송업,383 ,383 ,379 ,566 ,554 ,547 ,812 ,775 ,859 
1. 서울,J.정보통신업(58~63),61.우편 및 통신업,585 ,575 ,583 ,"1,083 ","1,066 ","1,092 ","1,308 ","1,222 ","1,367 "
1. 서울,J.정보통신업(58~63),"62.컴퓨터 프로그래밍, 시스템 통합 및 관리업","8,130 ","9,241 ","10,311 ","11,940 ","13,423 ","14,438 ","12,479 ","13,601 ","15,697 "
1. 서울,J.정보통신업(58~63),63.정보서비스업,"4,826 ","5,232 ","5,907 ","7,118 ","7,649 ","8,381 ","5,793 ","6,300 ","7,329 "
1. 서울,K.금융 및 보험업(64~66),소계,"26,459 ","27,996 ","30,606 ","30,946 ","32,857 ","35,811 ","89,289 ","100,151 ","125,298 "
1. 서울,K.금융 및 보험업(64~66),64.금융업,"12,302 ","13,925 ","16,810 ","13,650 ","15,411 ","18,539 ","74,456 ","85,084 ","107,505 "
